,ticker,company_name,date,close,high,low,open,volume
12332,ISRG,Intuitive Surgical,2024-08-12,465.5299987792969,466.82000732421875,458.2699890136719,464.760009765625,1013800
12333,ISRG,Intuitive Surgical,2024-08-13,469.2300109863281,470.489990234375,463.010009765625,468.2300109863281,891600
12334,ISRG,Intuitive Surgical,2024-08-14,471.2099914550781,473.75,466.3399963378906,468.7799987792969,1109500
12335,ISRG,Intuitive Surgical,2024-08-15,480.1700134277344,480.5400085449219,474.1600036621094,476.8699951171875,1599900
12336,ISRG,Intuitive Surgical,2024-08-16,478.9800109863281,482.5,477.1000061035156,478.010009765625,809100
12337,ISRG,Intuitive Surgical,2024-08-19,482.1600036621094,482.7799987792969,475.44000244140625,475.44000244140625,977800
12338,ISRG,Intuitive Surgical,2024-08-20,483.2099914550781,488.4800109863281,482.3299865722656,483.0,885500
12339,ISRG,Intuitive Surgical,2024-08-21,487.4200134277344,488.4700012207031,482.0,484.20001220703125,886300
12340,ISRG,Intuitive Surgical,2024-08-22,490.42999267578125,491.8299865722656,486.9200134277344,490.0,1137800
12341,ISRG,Intuitive Surgical,2024-08-23,486.54998779296875,493.9700012207031,478.17999267578125,492.6199951171875,1155200
12342,ISRG,Intuitive Surgical,2024-08-26,479.19000244140625,487.2799987792969,476.8800048828125,486.8800048828125,1170900
12343,ISRG,Intuitive Surgical,2024-08-27,482.3500061035156,483.57000732421875,477.0,478.44000244140625,939900
12344,ISRG,Intuitive Surgical,2024-08-28,482.2099914550781,485.3599853515625,479.239990234375,482.92999267578125,960100
12345,ISRG,Intuitive Surgical,2024-08-29,487.1700134277344,491.6600036621094,481.25,482.2099914550781,939600
12346,ISRG,Intuitive Surgical,2024-08-30,492.6300048828125,493.44000244140625,485.2799987792969,489.1600036621094,1097700
12347,ISRG,Intuitive Surgical,2024-09-03,483.44000244140625,493.4200134277344,480.79998779296875,491.6700134277344,1356300
12348,ISRG,Intuitive Surgical,2024-09-04,481.7300109863281,484.6499938964844,478.2799987792969,480.9599914550781,1321000
12349,ISRG,Intuitive Surgical,2024-09-05,476.69000244140625,480.32000732421875,468.4599914550781,480.32000732421875,1194800
12350,ISRG,Intuitive Surgical,2024-09-06,471.82000732421875,478.25,466.0,476.9200134277344,1700000
12351,ISRG,Intuitive Surgical,2024-09-09,479.3900146484375,479.989990234375,473.9800109863281,475.0,1121500
12352,ISRG,Intuitive Surgical,2024-09-10,484.239990234375,484.7900085449219,477.5,477.5,1006500
12353,ISRG,Intuitive Surgical,2024-09-11,490.92999267578125,491.8299865722656,477.0799865722656,484.17999267578125,1239200
12354,ISRG,Intuitive Surgical,2024-09-12,494.010009765625,494.1499938964844,486.04998779296875,491.9100036621094,1128800
12355,ISRG,Intuitive Surgical,2024-09-13,489.8599853515625,496.17999267578125,489.19000244140625,490.2799987792969,1238000
12356,ISRG,Intuitive Surgical,2024-09-16,491.3900146484375,494.010009765625,488.57000732421875,493.4700012207031,921200
12357,ISRG,Intuitive Surgical,2024-09-17,483.32000732421875,491.2699890136719,482.3800048828125,491.2699890136719,1162600
12358,ISRG,Intuitive Surgical,2024-09-18,482.0899963378906,488.75,479.5799865722656,484.2099914550781,982300
12359,ISRG,Intuitive Surgical,2024-09-19,490.010009765625,492.739990234375,486.9800109863281,492.0,1225000
12360,ISRG,Intuitive Surgical,2024-09-20,486.20001220703125,486.29998779296875,480.1600036621094,485.1099853515625,2734000
12361,ISRG,Intuitive Surgical,2024-09-23,489.07000732421875,491.8299865722656,486.2699890136719,488.5,927200
12362,ISRG,Intuitive Surgical,2024-09-24,484.3999938964844,490.510009765625,482.3500061035156,490.510009765625,1120800
12363,ISRG,Intuitive Surgical,2024-09-25,484.3900146484375,487.1199951171875,482.2900085449219,486.0,897800
12364,ISRG,Intuitive Surgical,2024-09-26,486.3299865722656,490.95001220703125,484.760009765625,488.25,871400
12365,ISRG,Intuitive Surgical,2024-09-27,479.17999267578125,490.0299987792969,478.57000732421875,490.0299987792969,1013300
12366,ISRG,Intuitive Surgical,2024-09-30,491.2699890136719,492.25,478.69000244140625,480.0,1654100
12367,ISRG,Intuitive Surgical,2024-10-01,484.760009765625,496.4800109863281,481.7099914550781,492.5,1181100
12368,ISRG,Intuitive Surgical,2024-10-02,486.6199951171875,489.7099914550781,478.6199951171875,482.7200012207031,740900
12369,ISRG,Intuitive Surgical,2024-10-03,479.6300048828125,486.0,478.55999755859375,484.4200134277344,764500
12370,ISRG,Intuitive Surgical,2024-10-04,481.95001220703125,484.45001220703125,476.6000061035156,484.45001220703125,903700
12371,ISRG,Intuitive Surgical,2024-10-07,471.2300109863281,479.30999755859375,470.05999755859375,476.8599853515625,1175200
12372,ISRG,Intuitive Surgical,2024-10-08,480.7900085449219,482.8800048828125,473.7900085449219,473.7900085449219,1040300
12373,ISRG,Intuitive Surgical,2024-10-09,490.3800048828125,490.5799865722656,478.489990234375,480.6000061035156,1061000
12374,ISRG,Intuitive Surgical,2024-10-10,483.8399963378906,488.260009765625,483.20001220703125,486.2300109863281,942100
12375,ISRG,Intuitive Surgical,2024-10-11,484.7799987792969,487.5799865722656,483.1199951171875,486.0,1170000
12376,ISRG,Intuitive Surgical,2024-10-14,487.6099853515625,488.6300048828125,483.9700012207031,487.0400085449219,883500
12377,ISRG,Intuitive Surgical,2024-10-15,478.4700012207031,489.6300048828125,476.67999267578125,488.0,1313300
12378,ISRG,Intuitive Surgical,2024-10-16,476.5899963378906,479.5199890136719,473.510009765625,478.1099853515625,1037500
12379,ISRG,Intuitive Surgical,2024-10-17,473.7300109863281,481.05999755859375,472.1199951171875,481.05999755859375,1959000
12380,ISRG,Intuitive Surgical,2024-10-18,521.1500244140625,523.3400268554688,495.0,496.0,4059200
12381,ISRG,Intuitive Surgical,2024-10-21,518.8599853515625,522.6699829101562,514.5499877929688,519.0399780273438,1309600
12382,ISRG,Intuitive Surgical,2024-10-22,517.5,519.1799926757812,511.80999755859375,515.0,1341500
12383,ISRG,Intuitive Surgical,2024-10-23,512.5800170898438,516.0,507.2799987792969,513.8900146484375,1120000
12384,ISRG,Intuitive Surgical,2024-10-24,511.6300048828125,515.3099975585938,509.7799987792969,510.7900085449219,755400
12385,ISRG,Intuitive Surgical,2024-10-25,511.2699890136719,516.8900146484375,510.4599914550781,514.0,982200
12386,ISRG,Intuitive Surgical,2024-10-28,510.8800048828125,514.3300170898438,508.2799987792969,513.6599731445312,842800
12387,ISRG,Intuitive Surgical,2024-10-29,516.3099975585938,517.5,504.3500061035156,506.5199890136719,1064800
12388,ISRG,Intuitive Surgical,2024-10-30,513.77001953125,516.989990234375,508.010009765625,516.5599975585938,1113100
12389,ISRG,Intuitive Surgical,2024-10-31,503.8399963378906,511.05999755859375,500.6700134277344,510.010009765625,1468700
12390,ISRG,Intuitive Surgical,2024-11-01,506.3399963378906,510.80999755859375,502.010009765625,502.0199890136719,1041900
12391,ISRG,Intuitive Surgical,2024-11-04,507.4200134277344,511.2099914550781,503.8500061035156,504.32000732421875,849500
12392,ISRG,Intuitive Surgical,2024-11-05,515.1699829101562,518.25,506.3299865722656,506.3299865722656,1113400
12393,ISRG,Intuitive Surgical,2024-11-06,515.5499877929688,525.0,506.79998779296875,523.1300048828125,1776100
12394,ISRG,Intuitive Surgical,2024-11-07,524.280029296875,524.8300170898438,515.5800170898438,516.0,1209000
12395,ISRG,Intuitive Surgical,2024-11-08,536.4500122070312,538.489990234375,524.0,525.5,1427700
12396,ISRG,Intuitive Surgical,2024-11-11,535.75,542.5900268554688,534.5700073242188,539.8900146484375,2097800
12397,ISRG,Intuitive Surgical,2024-11-12,537.0700073242188,538.9099731445312,531.6900024414062,534.0,1455900
12398,ISRG,Intuitive Surgical,2024-11-13,536.6900024414062,540.02001953125,534.0399780273438,535.4299926757812,1405200
12399,ISRG,Intuitive Surgical,2024-11-14,537.7999877929688,544.3800048828125,537.1300048828125,537.3599853515625,1908300
12400,ISRG,Intuitive Surgical,2024-11-15,527.6099853515625,536.97998046875,526.7100219726562,533.2100219726562,1447800
12401,ISRG,Intuitive Surgical,2024-11-18,531.6400146484375,537.530029296875,526.6099853515625,527.3599853515625,1268000
12402,ISRG,Intuitive Surgical,2024-11-19,538.8200073242188,540.0800170898438,526.010009765625,527.5700073242188,1143200
12403,ISRG,Intuitive Surgical,2024-11-20,541.8200073242188,542.3699951171875,533.8300170898438,538.780029296875,985400
12404,ISRG,Intuitive Surgical,2024-11-21,550.6199951171875,551.780029296875,540.3599853515625,544.8499755859375,1396000
12405,ISRG,Intuitive Surgical,2024-11-22,547.8699951171875,552.0,541.989990234375,549.8400268554688,1375400
12406,ISRG,Intuitive Surgical,2024-11-25,536.5499877929688,549.3099975585938,533.5599975585938,548.8200073242188,2076800
12407,ISRG,Intuitive Surgical,2024-11-26,542.0999755859375,545.0,537.280029296875,542.0599975585938,1152600
12408,ISRG,Intuitive Surgical,2024-11-27,538.5499877929688,543.969970703125,538.22998046875,543.0800170898438,938400
12409,ISRG,Intuitive Surgical,2024-11-29,542.0,543.1699829101562,536.030029296875,539.0,718600
12410,ISRG,Intuitive Surgical,2024-12-02,542.8499755859375,546.4500122070312,540.2000122070312,546.2999877929688,1005300
12411,ISRG,Intuitive Surgical,2024-12-03,541.7100219726562,541.989990234375,533.010009765625,537.02001953125,1379300
12412,ISRG,Intuitive Surgical,2024-12-04,549.9500122070312,552.0800170898438,539.2000122070312,542.010009765625,1350400
12413,ISRG,Intuitive Surgical,2024-12-05,547.6500244140625,551.8099975585938,544.4299926757812,548.0,945200
12414,ISRG,Intuitive Surgical,2024-12-06,550.4099731445312,556.22998046875,548.2100219726562,548.2100219726562,1026200
12415,ISRG,Intuitive Surgical,2024-12-09,538.8599853515625,553.5599975585938,532.1400146484375,552.3099975585938,1429200
12416,ISRG,Intuitive Surgical,2024-12-10,538.0900268554688,543.3300170898438,536.6799926757812,540.1599731445312,1048000
12417,ISRG,Intuitive Surgical,2024-12-11,543.5999755859375,548.530029296875,538.219970703125,538.219970703125,999400
12418,ISRG,Intuitive Surgical,2024-12-12,544.719970703125,550.469970703125,541.3699951171875,543.0999755859375,1213300
12419,ISRG,Intuitive Surgical,2024-12-13,539.5800170898438,547.0999755859375,539.030029296875,542.5900268554688,1071400
12420,ISRG,Intuitive Surgical,2024-12-16,541.989990234375,547.9000244140625,539.1099853515625,539.97998046875,1534700
12421,ISRG,Intuitive Surgical,2024-12-17,545.1599731445312,546.010009765625,531.4199829101562,539.5,1475800
12422,ISRG,Intuitive Surgical,2024-12-18,526.469970703125,547.1900024414062,526.22998046875,543.1199951171875,1488100
12423,ISRG,Intuitive Surgical,2024-12-19,523.9099731445312,536.5,523.4099731445312,532.739990234375,2064500
12424,ISRG,Intuitive Surgical,2024-12-20,524.4299926757812,530.969970703125,516.1799926757812,521.4500122070312,3933900
12425,ISRG,Intuitive Surgical,2024-12-23,527.219970703125,527.9400024414062,520.030029296875,524.8800048828125,1069800
12426,ISRG,Intuitive Surgical,2024-12-24,537.02001953125,537.3599853515625,527.260009765625,528.010009765625,629200
12427,ISRG,Intuitive Surgical,2024-12-26,538.8300170898438,540.1300048828125,533.989990234375,534.8599853515625,765700
12428,ISRG,Intuitive Surgical,2024-12-27,534.8800048828125,537.3400268554688,529.3099975585938,536.010009765625,1013200
12429,ISRG,Intuitive Surgical,2024-12-30,526.9600219726562,529.02001953125,520.5599975585938,528.4299926757812,899600
12430,ISRG,Intuitive Surgical,2024-12-31,521.9600219726562,529.8099975585938,520.010009765625,527.77001953125,884000
12431,ISRG,Intuitive Surgical,2025-01-02,524.030029296875,528.8900146484375,520.9199829101562,521.1900024414062,907700
12432,ISRG,Intuitive Surgical,2025-01-03,535.2899780273438,536.6500244140625,525.3499755859375,527.6099853515625,1250900
12433,ISRG,Intuitive Surgical,2025-01-06,542.3699951171875,543.739990234375,532.1500244140625,535.2899780273438,1229200
12434,ISRG,Intuitive Surgical,2025-01-07,531.8800048828125,550.0,530.4500122070312,547.6699829101562,1589500
12435,ISRG,Intuitive Surgical,2025-01-08,544.02001953125,547.469970703125,532.0,533.3300170898438,1359300
12436,ISRG,Intuitive Surgical,2025-01-10,547.469970703125,550.1799926757812,537.1699829101562,540.5599975585938,1732300
12437,ISRG,Intuitive Surgical,2025-01-13,539.75,543.75,530.25,543.4000244140625,1461300
12438,ISRG,Intuitive Surgical,2025-01-14,538.8800048828125,544.5499877929688,535.5900268554688,539.280029296875,1355100
12439,ISRG,Intuitive Surgical,2025-01-15,580.1099853515625,584.5999755859375,549.1699829101562,555.0499877929688,3553400
12440,ISRG,Intuitive Surgical,2025-01-16,584.0800170898438,585.5,573.0,582.5999755859375,2119400
12441,ISRG,Intuitive Surgical,2025-01-17,592.6400146484375,597.6799926757812,583.239990234375,597.6799926757812,2635200
12442,ISRG,Intuitive Surgical,2025-01-21,604.1199951171875,606.27001953125,593.8200073242188,598.1099853515625,1993500
12443,ISRG,Intuitive Surgical,2025-01-22,610.4500122070312,614.719970703125,602.4500122070312,608.030029296875,2100600
12444,ISRG,Intuitive Surgical,2025-01-23,608.6599731445312,616.0,602.0,612.0,2322200
12445,ISRG,Intuitive Surgical,2025-01-24,584.0499877929688,591.9099731445312,573.3200073242188,581.9000244140625,4357700
12446,ISRG,Intuitive Surgical,2025-01-27,573.47998046875,579.3400268554688,563.3499755859375,574.6799926757812,2441600
12447,ISRG,Intuitive Surgical,2025-01-28,574.1400146484375,584.47998046875,563.8499755859375,566.5999755859375,2332100
12448,ISRG,Intuitive Surgical,2025-01-29,572.7100219726562,578.4099731445312,569.489990234375,571.1099853515625,1597900
12449,ISRG,Intuitive Surgical,2025-01-30,580.1799926757812,584.4199829101562,577.3499755859375,581.239990234375,1986700
12450,ISRG,Intuitive Surgical,2025-01-31,571.8800048828125,586.8900146484375,570.8599853515625,576.739990234375,1828400
12451,ISRG,Intuitive Surgical,2025-02-03,578.5499877929688,583.5800170898438,563.27001953125,564.8699951171875,1830800
12452,ISRG,Intuitive Surgical,2025-02-04,579.6500244140625,582.8499755859375,573.0800170898438,573.2100219726562,1416100
12453,ISRG,Intuitive Surgical,2025-02-05,590.9000244140625,592.6400146484375,580.1599731445312,580.4600219726562,1521400
12454,ISRG,Intuitive Surgical,2025-02-06,588.5,592.8599853515625,585.4000244140625,592.780029296875,1007800
12455,ISRG,Intuitive Surgical,2025-02-07,582.97998046875,594.0800170898438,582.1599731445312,590.5,1061000
12456,ISRG,Intuitive Surgical,2025-02-10,595.7000122070312,595.9600219726562,586.77001953125,590.0,1249000
12457,ISRG,Intuitive Surgical,2025-02-11,591.6500244140625,592.8300170898438,587.0,591.22998046875,837100
12458,ISRG,Intuitive Surgical,2025-02-12,589.6099853515625,591.8200073242188,581.0499877929688,586.489990234375,1115400
12459,ISRG,Intuitive Surgical,2025-02-13,591.3900146484375,593.1699829101562,583.22998046875,590.8599853515625,1270400
12460,ISRG,Intuitive Surgical,2025-02-14,595.5499877929688,599.260009765625,588.52001953125,593.1599731445312,1188800
12461,ISRG,Intuitive Surgical,2025-02-18,600.8900146484375,601.5900268554688,586.6099853515625,595.4600219726562,1696000
12462,ISRG,Intuitive Surgical,2025-02-19,608.47998046875,609.0800170898438,596.469970703125,601.3300170898438,1286300
12463,ISRG,Intuitive Surgical,2025-02-20,606.5700073242188,608.1699829101562,597.77001953125,607.1500244140625,1328200
12464,ISRG,Intuitive Surgical,2025-02-21,591.7899780273438,607.3499755859375,590.3699951171875,605.0900268554688,1675100
12465,ISRG,Intuitive Surgical,2025-02-24,591.010009765625,600.5800170898438,590.6599731445312,594.469970703125,1441500
12466,ISRG,Intuitive Surgical,2025-02-25,573.739990234375,584.8800048828125,556.2000122070312,583.7000122070312,2549500
12467,ISRG,Intuitive Surgical,2025-02-26,580.9299926757812,586.739990234375,569.6400146484375,570.8499755859375,1098300
12468,ISRG,Intuitive Surgical,2025-02-27,563.77001953125,583.25,562.4000244140625,581.8300170898438,1482900
12469,ISRG,Intuitive Surgical,2025-02-28,573.1500244140625,574.0,556.75,566.9500122070312,2401400
12470,ISRG,Intuitive Surgical,2025-03-03,566.97998046875,584.9000244140625,563.9600219726562,573.780029296875,1708300
12471,ISRG,Intuitive Surgical,2025-03-04,557.9600219726562,565.7999877929688,545.5399780273438,563.6900024414062,2209300
12472,ISRG,Intuitive Surgical,2025-03-05,568.02001953125,569.0,554.1699829101562,554.1699829101562,2039200
12473,ISRG,Intuitive Surgical,2025-03-06,538.5700073242188,561.6900024414062,537.510009765625,558.9500122070312,2367200
12474,ISRG,Intuitive Surgical,2025-03-07,518.260009765625,534.239990234375,502.8399963378906,533.1799926757812,3687900
12475,ISRG,Intuitive Surgical,2025-03-10,482.6099853515625,503.9100036621094,476.3699951171875,503.9100036621094,5517400
12476,ISRG,Intuitive Surgical,2025-03-11,493.7200012207031,496.19000244140625,478.45001220703125,481.2300109863281,3223400
12477,ISRG,Intuitive Surgical,2025-03-12,497.29998779296875,519.510009765625,496.30999755859375,511.05999755859375,2558700
12478,ISRG,Intuitive Surgical,2025-03-13,476.7799987792969,500.760009765625,474.3699951171875,498.7099914550781,3645400
12479,ISRG,Intuitive Surgical,2025-03-14,484.44000244140625,492.2799987792969,476.57000732421875,482.69000244140625,4239200
12480,ISRG,Intuitive Surgical,2025-03-17,488.79998779296875,495.82000732421875,474.8999938964844,480.0,3211500
12481,ISRG,Intuitive Surgical,2025-03-18,483.95001220703125,488.54998779296875,478.4100036621094,487.3399963378906,1728800
